Gene	Approved	Suggested.Symbol	cell_type	meta_program	gene_rank	orig_in_10x	suggest_in_10x	Updated_Symbol
ARF4	TRUE	ARF4	Macrophages	unfolded_protein_response	24	TRUE	TRUE	NA
CALR	TRUE	CALR	Macrophages	unfolded_protein_response	25	TRUE	TRUE	NA
DNAJB11	TRUE	DNAJB11	Macrophages	unfolded_protein_response	26	TRUE	TRUE	NA
ISG15	TRUE	ISG15	Macrophages	unfolded_protein_response	27	TRUE	TRUE	NA
LY6E	TRUE	LY6E	Macrophages	unfolded_protein_response	28	TRUE	TRUE	NA
PPIB	TRUE	PPIB	Macrophages	unfolded_protein_response	29	TRUE	TRUE	NA
SLC3A2	TRUE	SLC3A2	Macrophages	unfolded_protein_response	30	TRUE	TRUE	NA
SMIM14	TRUE	SMIM14	Macrophages	unfolded_protein_response	31	TRUE	TRUE	NA
TMEM258	TRUE	TMEM258	Macrophages	unfolded_protein_response	32	TRUE	TRUE	NA
TXN	TRUE	TXN	Macrophages	unfolded_protein_response	33	TRUE	TRUE	NA
WARS	FALSE	WARS1	Macrophages	unfolded_protein_response	34	TRUE	FALSE	NA
HYOU1	TRUE	HYOU1	Macrophages	unfolded_protein_response	35	TRUE	TRUE	NA
SDC2	TRUE	SDC2	Macrophages	unfolded_protein_response	36	TRUE	TRUE	NA
CDK2AP2	TRUE	CDK2AP2	Macrophages	unfolded_protein_response	37	TRUE	TRUE	NA
GBP2	TRUE	GBP2	Macrophages	unfolded_protein_response	38	TRUE	TRUE	NA
AARS	FALSE	AARS1	Macrophages	unfolded_protein_response	39	TRUE	FALSE	NA
TAP1	TRUE	TAP1	Macrophages	unfolded_protein_response	40	TRUE	TRUE	NA
EGLN3	TRUE	EGLN3	Macrophages	unfolded_protein_response	41	TRUE	TRUE	NA
SLC33A1	TRUE	SLC33A1	Macrophages	unfolded_protein_response	42	TRUE	TRUE	NA
DNAJC1	TRUE	DNAJC1	Macrophages	unfolded_protein_response	43	TRUE	TRUE	NA
SSR2	TRUE	SSR2	Macrophages	unfolded_protein_response	44	TRUE	TRUE	NA
ZFAS1	TRUE	ZFAS1	Macrophages	unfolded_protein_response	45	TRUE	TRUE	NA
XPOT	TRUE	XPOT	Macrophages	unfolded_protein_response	46	TRUE	TRUE	NA
MT2A	TRUE	MT2A	Macrophages	unfolded_protein_response	47	TRUE	TRUE	NA
HMOX1	TRUE	HMOX1	Macrophages	unfolded_protein_response	48	TRUE	TRUE	NA
DDIT3	TRUE	DDIT3	Macrophages	unfolded_protein_response	49	TRUE	TRUE	NA
CALU	TRUE	CALU	Macrophages	unfolded_protein_response	50	TRUE	TRUE	NA
ISG15	TRUE	ISG15	Macrophages	respiration	1	TRUE	TRUE	NA
CCL2	TRUE	CCL2	Macrophages	respiration	2	TRUE	TRUE	NA
COX7B	TRUE	COX7B	Macrophages	respiration	3	TRUE	TRUE	NA
NDUFB2	TRUE	NDUFB2	Macrophages	respiration	4	TRUE	TRUE	NA
POLR2L	TRUE	POLR2L	Macrophages	respiration	5	TRUE	TRUE	NA
S100A8	TRUE	S100A8	Macrophages	respiration	6	TRUE	TRUE	NA
ATOX1	TRUE	ATOX1	Macrophages	respiration	7	TRUE	TRUE	NA
ATP5MF	FALSE	ATP5MF	Macrophages	respiration	8	FALSE	TRUE	ATP5MF
BLVRB	TRUE	BLVRB	Macrophages	respiration	9	TRUE	TRUE	NA
CHCHD10	TRUE	CHCHD10	Macrophages	respiration	10	TRUE	TRUE	NA
FABP5	TRUE	FABP5	Macrophages	respiration	11	TRUE	TRUE	NA
MRPL41	TRUE	MRPL41	Macrophages	respiration	12	TRUE	TRUE	NA
NDUFA3	TRUE	NDUFA3	Macrophages	respiration	13	TRUE	TRUE	NA
NDUFS6	TRUE	NDUFS6	Macrophages	respiration	14	TRUE	TRUE	NA
PSME2	TRUE	PSME2	Macrophages	respiration	15	TRUE	TRUE	NA
RBX1	TRUE	RBX1	Macrophages	respiration	16	TRUE	TRUE	NA
TIMM8B	TRUE	TIMM8B	Macrophages	respiration	17	TRUE	TRUE	NA
UQCRQ	TRUE	UQCRQ	Macrophages	respiration	18	TRUE	TRUE	NA
VAMP5	TRUE	VAMP5	Macrophages	respiration	19	TRUE	TRUE	NA
RNASE1	TRUE	RNASE1	Macrophages	respiration	20	TRUE	TRUE	NA
HCST	TRUE	HCST	Macrophages	respiration	21	TRUE	TRUE	NA
COPS9	FALSE	COPS9	Macrophages	respiration	22	FALSE	TRUE	COPS9
CALM3	TRUE	CALM3	Macrophages	respiration	23	TRUE	TRUE	NA
S100A9	TRUE	S100A9	Macrophages	respiration	24	TRUE	TRUE	NA
C4orf48	FALSE	C4orf48	Macrophages	respiration	25	FALSE	TRUE	C4orf48
DNPH1	TRUE	DNPH1	Macrophages	respiration	26	TRUE	TRUE	NA
TXN	TRUE	TXN	Macrophages	respiration	27	TRUE	TRUE	NA
CXCL9	TRUE	CXCL9	Macrophages	respiration	28	TRUE	TRUE	NA
STAB1	TRUE	STAB1	Macrophages	respiration	29	TRUE	TRUE	NA
HAMP	TRUE	HAMP	Macrophages	respiration	30	TRUE	TRUE	NA
NDUFB7	TRUE	NDUFB7	Macrophages	respiration	31	TRUE	TRUE	NA
TXNDC17	TRUE	TXNDC17	Macrophages	respiration	32	TRUE	TRUE	NA
DAB2	TRUE	DAB2	Macrophages	respiration	33	TRUE	TRUE	NA
BRI3	TRUE	BRI3	Macrophages	respiration	34	TRUE	TRUE	NA
CTSZ	TRUE	CTSZ	Macrophages	respiration	35	TRUE	TRUE	NA
RPS21	TRUE	RPS21	Macrophages	respiration	36	TRUE	TRUE	NA
RPS29	TRUE	RPS29	Macrophages	respiration	37	TRUE	TRUE	NA
SLIRP	TRUE	SLIRP	Macrophages	respiration	38	TRUE	TRUE	NA
RPL38	TRUE	RPL38	Macrophages	respiration	39	TRUE	TRUE	NA
UQCC2	TRUE	UQCC2	Macrophages	respiration	40	TRUE	TRUE	NA
MRPL51	TRUE	MRPL51	Macrophages	respiration	41	TRUE	TRUE	NA
ATP5EP2	FALSE	ATP5F1EP2	Macrophages	respiration	42	FALSE	FALSE	NA
DUSP23	TRUE	DUSP23	Macrophages	respiration	43	TRUE	TRUE	NA
HSPE1	TRUE	HSPE1	Macrophages	respiration	44	TRUE	TRUE	NA
IFI27L2	TRUE	IFI27L2	Macrophages	respiration	45	TRUE	TRUE	NA
C19ORF70	FALSE	MICOS13	Macrophages	respiration	46	FALSE	FALSE	NA
GADD45GIP1	TRUE	GADD45GIP1	Macrophages	respiration	47	TRUE	TRUE	NA
COX6C	TRUE	COX6C	Macrophages	respiration	48	TRUE	TRUE	NA
ATP5ME	FALSE	ATP5ME	Macrophages	respiration	49	FALSE	TRUE	ATP5ME
HMOX1	TRUE	HMOX1	Macrophages	respiration	50	TRUE	TRUE	NA
IL2RA	TRUE	IL2RA	CD4 T cells	t_reg	1	TRUE	TRUE	NA
TNFRSF18	TRUE	TNFRSF18	CD4 T cells	t_reg	2	TRUE	TRUE	NA
TNFRSF4	TRUE	TNFRSF4	CD4 T cells	t_reg	3	TRUE	TRUE	NA
TIGIT	TRUE	TIGIT	CD4 T cells	t_reg	4	TRUE	TRUE	NA
BATF	TRUE	BATF	CD4 T cells	t_reg	5	TRUE	TRUE	NA
CD27	TRUE	CD27	CD4 T cells	t_reg	6	TRUE	TRUE	NA
CARD16	TRUE	CARD16	CD4 T cells	t_reg	7	TRUE	TRUE	NA
FOXP3	TRUE	FOXP3	CD4 T cells	t_reg	8	TRUE	TRUE	NA
CTLA4	TRUE	CTLA4	CD4 T cells	t_reg	9	TRUE	TRUE	NA
TNFRSF1B	TRUE	TNFRSF1B	CD4 T cells	t_reg	10	TRUE	TRUE	NA
PMAIP1	TRUE	PMAIP1	CD4 T cells	t_reg	11	TRUE	TRUE	NA
CTSC	TRUE	CTSC	CD4 T cells	t_reg	12	TRUE	TRUE	NA
LAIR2	TRUE	LAIR2	CD4 T cells	t_reg	13	TRUE	TRUE	NA
TNFRSF9	TRUE	TNFRSF9	CD4 T cells	t_reg	14	TRUE	TRUE	NA
GLRX	TRUE	GLRX	CD4 T cells	t_reg	15	TRUE	TRUE	NA
DNPH1	TRUE	DNPH1	CD4 T cells	t_reg	16	TRUE	TRUE	NA
TBC1D4	TRUE	TBC1D4	CD4 T cells	t_reg	17	TRUE	TRUE	NA
DUSP4	TRUE	DUSP4	CD4 T cells	t_reg	18	TRUE	TRUE	NA
GBP2	TRUE	GBP2	CD4 T cells	t_reg	19	TRUE	TRUE	NA
ICOS	TRUE	ICOS	CD4 T cells	t_reg	20	TRUE	TRUE	NA
MAGEH1	TRUE	MAGEH1	CD4 T cells	t_reg	21	TRUE	TRUE	NA
TYMP	TRUE	TYMP	CD4 T cells	t_reg	22	TRUE	TRUE	NA
CXCR6	TRUE	CXCR6	CD4 T cells	t_reg	23	TRUE	TRUE	NA
CD7	TRUE	CD7	CD4 T cells	t_reg	24	TRUE	TRUE	NA
CST7	TRUE	CST7	CD4 T cells	t_reg	25	TRUE	TRUE	NA
SAT1	TRUE	SAT1	CD4 T cells	t_reg	26	TRUE	TRUE	NA
GADD45A	TRUE	GADD45A	CD4 T cells	t_reg	27	TRUE	TRUE	NA
IL1R2	TRUE	IL1R2	CD4 T cells	t_reg	28	TRUE	TRUE	NA
GBP5	TRUE	GBP5	CD4 T cells	t_reg	29	TRUE	TRUE	NA
UGP2	TRUE	UGP2	CD4 T cells	t_reg	30	TRUE	TRUE	NA
AC133644.2	FALSE	NA	CD4 T cells	t_reg	31	TRUE	FALSE	NA
UCP2	TRUE	UCP2	CD4 T cells	t_reg	32	TRUE	TRUE	NA
PIM2	TRUE	PIM2	CD4 T cells	t_reg	33	TRUE	TRUE	NA
LAYN	TRUE	LAYN	CD4 T cells	t_reg	34	TRUE	TRUE	NA
PKM	TRUE	PKM	CD4 T cells	t_reg	35	TRUE	TRUE	NA
RTKN2	TRUE	RTKN2	CD4 T cells	t_reg	36	TRUE	TRUE	NA
ACP5	TRUE	ACP5	CD4 T cells	t_reg	37	TRUE	TRUE	NA
MIR4435-2HG	TRUE	MIR4435-2HG	CD4 T cells	t_reg	38	TRUE	TRUE	NA
ARID5B	TRUE	ARID5B	CD4 T cells	t_reg	39	TRUE	TRUE	NA
PHLDA1	TRUE	PHLDA1	CD4 T cells	t_reg	40	TRUE	TRUE	NA
IL2RB	TRUE	IL2RB	CD4 T cells	t_reg	41	TRUE	TRUE	NA
SYNGR2	TRUE	SYNGR2	CD4 T cells	t_reg	42	TRUE	TRUE	NA
LTB	TRUE	LTB	CD4 T cells	t_reg	43	TRUE	TRUE	NA
CASP1	TRUE	CASP1	CD4 T cells	t_reg	44	TRUE	TRUE	NA
HLA-DRB1	TRUE	HLA-DRB1	CD4 T cells	t_reg	45	TRUE	TRUE	NA
IFI6	TRUE	IFI6	CD4 T cells	t_reg	46	TRUE	TRUE	NA
NAMPT	TRUE	NAMPT	CD4 T cells	t_reg	47	TRUE	TRUE	NA
CORO1B	TRUE	CORO1B	CD4 T cells	t_reg	48	TRUE	TRUE	NA
LGALS1	TRUE	LGALS1	CD4 T cells	t_reg	49	TRUE	TRUE	NA
BTG3	TRUE	BTG3	CD4 T cells	t_reg	50	TRUE	TRUE	NA
ANXA1	TRUE	ANXA1	CD4 T cells	naive1	1	TRUE	TRUE	NA
FOS	TRUE	FOS	CD4 T cells	naive1	2	TRUE	TRUE	NA
CD69	TRUE	CD69	CD4 T cells	naive1	3	TRUE	TRUE	NA
CCR7	TRUE	CCR7	CD4 T cells	naive1	4	TRUE	TRUE	NA
GPR183	TRUE	GPR183	CD4 T cells	naive1	5	TRUE	TRUE	NA
KLRB1	TRUE	KLRB1	CD4 T cells	naive1	6	TRUE	TRUE	NA
IL7R	TRUE	IL7R	CD4 T cells	naive1	7	TRUE	TRUE	NA
GIMAP7	TRUE	GIMAP7	CD4 T cells	naive1	8	TRUE	TRUE	NA
CXCR4	TRUE	CXCR4	CD4 T cells	naive1	9	TRUE	TRUE	NA
SLC2A3	TRUE	SLC2A3	CD4 T cells	naive1	10	TRUE	TRUE	NA
BTG2	TRUE	BTG2	CD4 T cells	naive1	11	TRUE	TRUE	NA
CD55	TRUE	CD55	CD4 T cells	naive1	12	TRUE	TRUE	NA
YPEL5	TRUE	YPEL5	CD4 T cells	naive1	13	TRUE	TRUE	NA
ZFP36L2	TRUE	ZFP36L2	CD4 T cells	naive1	14	TRUE	TRUE	NA
NR4A2	TRUE	NR4A2	CD4 T cells	naive1	15	TRUE	TRUE	NA
GIMAP4	TRUE	GIMAP4	CD4 T cells	naive1	16	TRUE	TRUE	NA
PTGER4	TRUE	PTGER4	CD4 T cells	naive1	17	TRUE	TRUE	NA
ALOX5AP	TRUE	ALOX5AP	CD4 T cells	naive1	18	TRUE	TRUE	NA
TRAT1	TRUE	TRAT1	CD4 T cells	naive1	19	TRUE	TRUE	NA
DUSP1	TRUE	DUSP1	CD4 T cells	naive1	20	TRUE	TRUE	NA
FOSB	TRUE	FOSB	CD4 T cells	naive1	21	TRUE	TRUE	NA
CCL5	TRUE	CCL5	CD4 T cells	naive1	22	TRUE	TRUE	NA
DNAJB1	TRUE	DNAJB1	CD4 T cells	naive1	23	TRUE	TRUE	NA
TXNIP	TRUE	TXNIP	CD4 T cells	naive1	24	TRUE	TRUE	NA
SELL	TRUE	SELL	CD4 T cells	naive1	25	TRUE	TRUE	NA
KLF2	TRUE	KLF2	CD4 T cells	naive1	26	TRUE	TRUE	NA
GPR171	TRUE	GPR171	CD4 T cells	naive1	27	TRUE	TRUE	NA
GZMA	TRUE	GZMA	CD4 T cells	naive1	28	TRUE	TRUE	NA
PLAC8	TRUE	PLAC8	CD4 T cells	naive1	29	TRUE	TRUE	NA
CD48	TRUE	CD48	CD4 T cells	naive1	30	TRUE	TRUE	NA
JUN	TRUE	JUN	CD4 T cells	naive1	31	TRUE	TRUE	NA
TCF7	TRUE	TCF7	CD4 T cells	naive1	32	TRUE	TRUE	NA
PPP2R5C	TRUE	PPP2R5C	CD4 T cells	naive1	33	TRUE	TRUE	NA
AREG	TRUE	AREG	CD4 T cells	naive1	34	TRUE	TRUE	NA
RGCC	TRUE	RGCC	CD4 T cells	naive1	35	TRUE	TRUE	NA
FOXP1	TRUE	FOXP1	CD4 T cells	naive1	36	TRUE	TRUE	NA
FAM177A1	TRUE	FAM177A1	CD4 T cells	naive1	37	TRUE	TRUE	NA
NOSIP	TRUE	NOSIP	CD4 T cells	naive1	38	TRUE	TRUE	NA
RARRES3	FALSE	PLAAT4	CD4 T cells	naive1	39	TRUE	FALSE	NA
LMNA	TRUE	LMNA	CD4 T cells	naive1	40	TRUE	TRUE	NA
SNHG8	TRUE	SNHG8	CD4 T cells	naive1	41	TRUE	TRUE	NA
ZNF331	TRUE	ZNF331	CD4 T cells	naive1	42	TRUE	TRUE	NA
DUSP2	TRUE	DUSP2	CD4 T cells	naive1	43	TRUE	TRUE	NA
IER2	TRUE	IER2	CD4 T cells	naive1	44	TRUE	TRUE	NA
JUNB	TRUE	JUNB	CD4 T cells	naive1	45	TRUE	TRUE	NA
SOCS3	TRUE	SOCS3	CD4 T cells	naive1	46	TRUE	TRUE	NA
TMEM123	TRUE	TMEM123	CD4 T cells	naive1	47	TRUE	TRUE	NA
TOB1	TRUE	TOB1	CD4 T cells	naive1	48	TRUE	TRUE	NA
ZFP36	TRUE	ZFP36	CD4 T cells	naive1	49	TRUE	TRUE	NA
LEPROTL1	TRUE	LEPROTL1	CD4 T cells	naive1	50	TRUE	TRUE	NA
STMN1	TRUE	STMN1	CD4 T cells	cell_cycle	1	TRUE	TRUE	NA
TUBA1B	TRUE	TUBA1B	CD4 T cells	cell_cycle	2	TRUE	TRUE	NA
TUBB	TRUE	TUBB	CD4 T cells	cell_cycle	3	TRUE	TRUE	NA
NUSAP1	TRUE	NUSAP1	CD4 T cells	cell_cycle	4	TRUE	TRUE	NA
HMGB2	TRUE	HMGB2	CD4 T cells	cell_cycle	5	TRUE	TRUE	NA
CKS1B	TRUE	CKS1B	CD4 T cells	cell_cycle	6	TRUE	TRUE	NA
TYMS	TRUE	TYMS	CD4 T cells	cell_cycle	7	TRUE	TRUE	NA
UBE2C	TRUE	UBE2C	CD4 T cells	cell_cycle	8	TRUE	TRUE	NA
MKI67	TRUE	MKI67	CD4 T cells	cell_cycle	9	TRUE	TRUE	NA
TOP2A	TRUE	TOP2A	CD4 T cells	cell_cycle	10	TRUE	TRUE	NA
PCNA	TRUE	PCNA	CD4 T cells	cell_cycle	11	TRUE	TRUE	NA
TK1	TRUE	TK1	CD4 T cells	cell_cycle	12	TRUE	TRUE	NA
ZWINT	TRUE	ZWINT	CD4 T cells	cell_cycle	13	TRUE	TRUE	NA
BIRC5	TRUE	BIRC5	CD4 T cells	cell_cycle	14	TRUE	TRUE	NA
CDK1	TRUE	CDK1	CD4 T cells	cell_cycle	15	TRUE	TRUE	NA
HIST1H4C	FALSE	H4C3	CD4 T cells	cell_cycle	16	TRUE	FALSE	NA
DUT	TRUE	DUT	CD4 T cells	cell_cycle	17	TRUE	TRUE	NA
CENPF	TRUE	CENPF	CD4 T cells	cell_cycle	18	TRUE	TRUE	NA
HMGN2	TRUE	HMGN2	CD4 T cells	cell_cycle	19	TRUE	TRUE	NA
MAD2L1	TRUE	MAD2L1	CD4 T cells	cell_cycle	20	TRUE	TRUE	NA
CENPM	TRUE	CENPM	CD4 T cells	cell_cycle	21	TRUE	TRUE	NA
SMC4	TRUE	SMC4	CD4 T cells	cell_cycle	22	TRUE	TRUE	NA
SMC2	TRUE	SMC2	CD4 T cells	cell_cycle	23	TRUE	TRUE	NA
RRM2	TRUE	RRM2	CD4 T cells	cell_cycle	24	TRUE	TRUE	NA
MCM7	TRUE	MCM7	CD4 T cells	cell_cycle	25	TRUE	TRUE	NA
CDKN3	TRUE	CDKN3	CD4 T cells	cell_cycle	26	TRUE	TRUE	NA
PTTG1	TRUE	PTTG1	CD4 T cells	cell_cycle	27	TRUE	TRUE	NA
PCLAF	FALSE	PCLAF	CD4 T cells	cell_cycle	28	FALSE	TRUE	PCLAF
CKS2	TRUE	CKS2	CD4 T cells	cell_cycle	29	TRUE	TRUE	NA
NUDT1	TRUE	NUDT1	CD4 T cells	cell_cycle	30	TRUE	TRUE	NA
TMEM106C	TRUE	TMEM106C	CD4 T cells	cell_cycle	31	TRUE	TRUE	NA
UBE2T	TRUE	UBE2T	CD4 T cells	cell_cycle	32	TRUE	TRUE	NA
ASF1B	TRUE	ASF1B	CD4 T cells	cell_cycle	33	TRUE	TRUE	NA
DNAJC9	TRUE	DNAJC9	CD4 T cells	cell_cycle	34	TRUE	TRUE	NA
H2AFZ	FALSE	H2AZ1	CD4 T cells	cell_cycle	35	TRUE	FALSE	NA
CENPW	TRUE	CENPW	CD4 T cells	cell_cycle	36	TRUE	TRUE	NA
ASPM	TRUE	ASPM	CD4 T cells	cell_cycle	37	TRUE	TRUE	NA
DTYMK	TRUE	DTYMK	CD4 T cells	cell_cycle	38	TRUE	TRUE	NA
FEN1	TRUE	FEN1	CD4 T cells	cell_cycle	39	TRUE	TRUE	NA
PCLAF	TRUE	PCLAF	CD4 T cells	cell_cycle	40	TRUE	TRUE	NA
TPX2	TRUE	TPX2	CD4 T cells	cell_cycle	41	TRUE	TRUE	NA
TUBB4B	TRUE	TUBB4B	CD4 T cells	cell_cycle	42	TRUE	TRUE	NA
AURKB	TRUE	AURKB	CD4 T cells	cell_cycle	43	TRUE	TRUE	NA
TMPO	TRUE	TMPO	CD4 T cells	cell_cycle	44	TRUE	TRUE	NA
TUBA1C	TRUE	TUBA1C	CD4 T cells	cell_cycle	45	TRUE	TRUE	NA
DDX39A	TRUE	DDX39A	CD4 T cells	cell_cycle	46	TRUE	TRUE	NA
KPNA2	TRUE	KPNA2	CD4 T cells	cell_cycle	47	TRUE	TRUE	NA
PHF19	TRUE	PHF19	CD4 T cells	cell_cycle	48	TRUE	TRUE	NA
KIF22	TRUE	KIF22	CD4 T cells	cell_cycle	49	TRUE	TRUE	NA
CCNA2	TRUE	CCNA2	CD4 T cells	cell_cycle	50	TRUE	TRUE	NA
CCL5	TRUE	CCL5	CD4 T cells	cytotoxic	1	TRUE	TRUE	NA
GZMA	TRUE	GZMA	CD4 T cells	cytotoxic	2	TRUE	TRUE	NA
CCL4	TRUE	CCL4	CD4 T cells	cytotoxic	3	TRUE	TRUE	NA
ID2	TRUE	ID2	CD4 T cells	cytotoxic	4	TRUE	TRUE	NA
CST7	TRUE	CST7	CD4 T cells	cytotoxic	5	TRUE	TRUE	NA
GZMB	TRUE	GZMB	CD4 T cells	cytotoxic	6	TRUE	TRUE	NA
GZMH	TRUE	GZMH	CD4 T cells	cytotoxic	7	TRUE	TRUE	NA
ALOX5AP	TRUE	ALOX5AP	CD4 T cells	cytotoxic	8	TRUE	TRUE	NA
NKG7	TRUE	NKG7	CD4 T cells	cytotoxic	9	TRUE	TRUE	NA
APOBEC3G	TRUE	APOBEC3G	CD4 T cells	cytotoxic	10	TRUE	TRUE	NA
HLA-DRB1	TRUE	HLA-DRB1	CD4 T cells	cytotoxic	11	TRUE	TRUE	NA
IFNG	TRUE	IFNG	CD4 T cells	cytotoxic	12	TRUE	TRUE	NA
GZMK	TRUE	GZMK	CD4 T cells	cytotoxic	13	TRUE	TRUE	NA
PRF1	TRUE	PRF1	CD4 T cells	cytotoxic	14	TRUE	TRUE	NA
CXCR6	TRUE	CXCR6	CD4 T cells	cytotoxic	15	TRUE	TRUE	NA
LGALS1	TRUE	LGALS1	CD4 T cells	cytotoxic	16	TRUE	TRUE	NA
RBPJ	TRUE	RBPJ	CD4 T cells	cytotoxic	17	TRUE	TRUE	NA
GNLY	TRUE	GNLY	CD4 T cells	cytotoxic	18	TRUE	TRUE	NA
KLRB1	TRUE	KLRB1	CD4 T cells	cytotoxic	19	TRUE	TRUE	NA
HOPX	TRUE	HOPX	CD4 T cells	cytotoxic	20	TRUE	TRUE	NA
HLA-DPB1	TRUE	HLA-DPB1	CD4 T cells	cytotoxic	21	TRUE	TRUE	NA
AC092580.4	FALSE	NA	CD4 T cells	cytotoxic	22	FALSE	FALSE	NA
CTSD	TRUE	CTSD	CD4 T cells	cytotoxic	23	TRUE	TRUE	NA
CXCL13	TRUE	CXCL13	CD4 T cells	cytotoxic	24	TRUE	TRUE	NA
CKLF	TRUE	CKLF	CD4 T cells	cytotoxic	25	TRUE	TRUE	NA
HLA-DPA1	TRUE	HLA-DPA1	CD4 T cells	cytotoxic	26	TRUE	TRUE	NA
CLEC2B	TRUE	CLEC2B	CD4 T cells	cytotoxic	27	TRUE	TRUE	NA
CTSW	TRUE	CTSW	CD4 T cells	cytotoxic	28	TRUE	TRUE	NA
HLA-DRA	TRUE	HLA-DRA	CD4 T cells	cytotoxic	29	TRUE	TRUE	NA
CD99	TRUE	CD99	CD4 T cells	cytotoxic	30	TRUE	TRUE	NA
ANXA1	TRUE	ANXA1	CD4 T cells	cytotoxic	31	TRUE	TRUE	NA
PDCD1	TRUE	PDCD1	CD4 T cells	cytotoxic	32	TRUE	TRUE	NA
CCL4L2	TRUE	CCL4L2	CD4 T cells	cytotoxic	33	TRUE	TRUE	NA
C12orf75	FALSE	C12orf75	CD4 T cells	cytotoxic	34	FALSE	TRUE	C12orf75
CD6	TRUE	CD6	CD4 T cells	cytotoxic	35	TRUE	TRUE	NA
COTL1	TRUE	COTL1	CD4 T cells	cytotoxic	36	TRUE	TRUE	NA
CYTOR	FALSE	CYTOR	CD4 T cells	cytotoxic	37	FALSE	TRUE	CYTOR
ANXA2	TRUE	ANXA2	CD4 T cells	cytotoxic	38	TRUE	TRUE	NA
DUSP4	TRUE	DUSP4	CD4 T cells	cytotoxic	39	TRUE	TRUE	NA
GZMM	TRUE	GZMM	CD4 T cells	cytotoxic	40	TRUE	TRUE	NA
ANKRD28	TRUE	ANKRD28	CD4 T cells	cytotoxic	41	TRUE	TRUE	NA
CCL3	TRUE	CCL3	CD4 T cells	cytotoxic	42	TRUE	TRUE	NA
CD63	TRUE	CD63	CD4 T cells	cytotoxic	43	TRUE	TRUE	NA
CD96	TRUE	CD96	CD4 T cells	cytotoxic	44	TRUE	TRUE	NA
LAG3	TRUE	LAG3	CD4 T cells	cytotoxic	45	TRUE	TRUE	NA
ITGB2	TRUE	ITGB2	CD4 T cells	cytotoxic	46	TRUE	TRUE	NA
PLIN2	TRUE	PLIN2	CD4 T cells	cytotoxic	47	TRUE	TRUE	NA
ZEB2	TRUE	ZEB2	CD4 T cells	cytotoxic	48	TRUE	TRUE	NA
JUN	TRUE	JUN	CD4 T cells	cytotoxic	49	TRUE	TRUE	NA
BHLHE40	TRUE	BHLHE40	CD4 T cells	cytotoxic	50	TRUE	TRUE	NA
NR3C1	TRUE	NR3C1	CD4 T cells	dysfunction	1	TRUE	TRUE	NA
CXCL13	TRUE	CXCL13	CD4 T cells	dysfunction	2	TRUE	TRUE	NA
FKBP5	TRUE	FKBP5	CD4 T cells	dysfunction	3	TRUE	TRUE	NA
ITM2A	TRUE	ITM2A	CD4 T cells	dysfunction	4	TRUE	TRUE	NA
RNF19A	TRUE	RNF19A	CD4 T cells	dysfunction	5	TRUE	TRUE	NA
ICA1	TRUE	ICA1	CD4 T cells	dysfunction	6	TRUE	TRUE	NA
SH2D1A	TRUE	SH2D1A	CD4 T cells	dysfunction	7	TRUE	TRUE	NA
TIGIT	TRUE	TIGIT	CD4 T cells	dysfunction	8	TRUE	TRUE	NA
PPP1CC	TRUE	PPP1CC	CD4 T cells	dysfunction	9	TRUE	TRUE	NA
IL6ST	TRUE	IL6ST	CD4 T cells	dysfunction	10	TRUE	TRUE	NA
LIMS1	TRUE	LIMS1	CD4 T cells	dysfunction	11	TRUE	TRUE	NA
NMB	TRUE	NMB	CD4 T cells	dysfunction	12	TRUE	TRUE	NA
TSHZ2	TRUE	TSHZ2	CD4 T cells	dysfunction	13	TRUE	TRUE	NA
KLRB1	TRUE	KLRB1	CD4 T cells	dysfunction	14	TRUE	TRUE	NA
PDCD1	TRUE	PDCD1	CD4 T cells	dysfunction	15	TRUE	TRUE	NA
TOX2	TRUE	TOX2	CD4 T cells	dysfunction	16	TRUE	TRUE	NA
MAGEH1	TRUE	MAGEH1	CD4 T cells	dysfunction	17	TRUE	TRUE	NA
SMCO4	TRUE	SMCO4	CD4 T cells	dysfunction	18	TRUE	TRUE	NA
ALOX5AP	TRUE	ALOX5AP	CD4 T cells	dysfunction	19	TRUE	TRUE	NA
FABP5	TRUE	FABP5	CD4 T cells	dysfunction	20	TRUE	TRUE	NA
MAF	TRUE	MAF	CD4 T cells	dysfunction	21	TRUE	TRUE	NA
RBPJ	TRUE	RBPJ	CD4 T cells	dysfunction	22	TRUE	TRUE	NA
NAP1L4	TRUE	NAP1L4	CD4 T cells	dysfunction	23	TRUE	TRUE	NA
SLA	TRUE	SLA	CD4 T cells	dysfunction	24	TRUE	TRUE	NA
TOX	TRUE	TOX	CD4 T cells	dysfunction	25	TRUE	TRUE	NA
BTLA	TRUE	BTLA	CD4 T cells	dysfunction	26	TRUE	TRUE	NA
CD200	TRUE	CD200	CD4 T cells	dysfunction	27	TRUE	TRUE	NA
CPM	TRUE	CPM	CD4 T cells	dysfunction	28	TRUE	TRUE	NA
RGS2	TRUE	RGS2	CD4 T cells	dysfunction	29	TRUE	TRUE	NA
SESN1	TRUE	SESN1	CD4 T cells	dysfunction	30	TRUE	TRUE	NA
CD84	TRUE	CD84	CD4 T cells	dysfunction	31	TRUE	TRUE	NA
PASK	TRUE	PASK	CD4 T cells	dysfunction	32	TRUE	TRUE	NA
TBC1D4	TRUE	TBC1D4	CD4 T cells	dysfunction	33	TRUE	TRUE	NA
